,y_test,y_hat,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
10856,0,0,0.78,0.4,4,145,5,1,0,1,sales,medium
11668,0,0,0.62,0.73,3,144,10,1,0,0,support,high
5634,0,0,0.23,0.49,5,214,5,0,0,0,IT,high
1699,1,1,0.43,0.46,2,126,3,0,1,0,sales,medium
368,1,1,0.82,0.86,5,243,5,0,1,0,IT,low
10131,0,0,0.12,0.65,5,262,6,0,0,0,support,medium
11652,0,0,0.74,0.67,5,216,3,0,0,0,sales,low
14389,1,1,0.37,0.51,2,127,3,0,1,0,sales,medium
8858,0,0,0.73,0.6,4,222,3,0,0,0,technical,medium
3581,0,0,0.52,0.89,5,193,4,0,0,0,RandD,medium
11003,0,0,0.83,0.52,5,217,3,0,0,0,RandD,low
13519,0,0,0.83,0.93,3,247,2,0,0,0,hr,low
11515,0,0,0.93,0.87,4,139,8,0,0,0,technical,medium
3310,0,0,0.74,0.46,6,145,3,0,0,0,accounting,low
9324,0,0,0.57,0.66,4,158,2,0,0,0,sales,low
11524,0,0,0.81,0.47,4,153,7,0,0,0,product_mng,low
11979,0,0,0.52,0.55,5,174,3,1,0,0,sales,medium
63,1,1,0.36,0.56,2,132,3,0,1,0,IT,medium
5646,0,0,0.84,0.88,3,194,3,0,0,0,RandD,low
4615,0,0,0.97,0.78,4,261,2,0,0,0,technical,medium
860,1,1,0.79,1.0,4,218,5,0,1,0,sales,low
8787,0,0,0.89,0.51,4,141,3,0,0,0,sales,low
12738,1,1,0.11,0.87,6,257,4,0,1,0,support,medium
13549,0,0,0.94,0.65,4,213,2,1,0,0,IT,low
11500,0,0,0.49,0.36,2,192,3,0,0,0,sales,low
9963,0,0,0.89,0.99,4,258,3,1,0,0,technical,medium
10703,0,0,0.84,0.64,2,211,3,0,0,0,sales,medium
12940,0,0,0.68,0.78,5,233,3,0,0,0,technical,high
9749,0,0,0.59,0.49,4,149,4,0,0,0,support,low
12963,0,0,0.94,0.69,5,145,2,0,0,0,product_mng,medium
4739,0,0,0.48,0.53,3,113,4,0,0,0,marketing,medium
5876,0,0,0.55,0.9,3,181,3,1,0,0,RandD,low
2096,0,0,0.86,1.0,4,256,3,0,0,0,technical,medium
5998,0,0,0.61,0.51,6,163,6,0,0,0,technical,low
2732,0,0,0.56,0.68,5,203,2,0,0,0,IT,low
539,1,1,0.11,0.94,7,244,4,0,1,0,management,medium
8829,0,0,0.67,0.72,4,223,3,0,0,0,support,medium
1417,1,1,0.11,0.96,6,301,5,0,1,0,technical,low
13434,0,0,0.97,0.66,5,234,6,0,0,0,technical,low
13951,0,0,0.92,0.63,5,224,8,1,0,0,sales,low
9038,0,0,0.84,0.65,4,264,2,0,0,0,hr,medium
2776,0,0,0.52,0.72,3,253,3,0,0,0,accounting,low
9612,0,0,0.97,0.74,3,134,3,1,0,0,marketing,high
6766,0,0,0.51,0.61,4,251,2,1,0,0,support,low
5779,0,0,0.56,0.64,5,241,3,1,0,0,support,medium
4359,0,0,0.74,0.51,4,246,3,1,0,0,marketing,medium
714,1,1,0.4,0.51,2,144,3,0,1,0,accounting,low
11486,0,0,0.68,0.99,3,159,2,0,0,0,accounting,medium
1580,1,0,0.49,0.73,4,244,3,0,1,0,support,low
4805,0,0,0.49,0.61,3,148,2,1,0,0,RandD,low
3182,0,0,0.84,0.49,4,178,3,0,0,0,support,medium
5796,0,0,0.62,0.86,4,181,2,0,0,0,IT,low
14347,1,1,0.1,0.84,6,283,4,1,1,0,technical,low
2653,0,0,0.38,0.68,5,211,6,0,0,0,technical,low
5099,0,0,0.75,0.76,5,175,4,0,0,0,IT,low
290,1,1,0.4,0.46,2,128,3,0,1,0,management,low
9531,0,0,0.89,0.69,4,170,3,0,0,0,product_mng,low
6146,0,0,0.35,0.59,3,281,2,0,0,0,technical,medium
1218,1,1,0.42,0.56,2,146,3,0,1,0,RandD,low
8560,0,0,0.64,0.78,5,156,5,1,0,0,sales,low
6912,0,0,0.92,0.67,4,241,3,0,0,0,technical,high
6854,0,0,0.4,0.46,2,109,3,0,0,0,IT,low
7484,0,0,0.68,0.88,5,256,2,0,0,0,technical,medium
2308,0,0,0.62,0.53,3,141,3,0,0,0,sales,low
13138,0,0,0.49,0.52,3,156,2,0,0,0,sales,low
194,1,1,0.89,0.95,4,275,5,0,1,0,technical,medium
14210,0,0,0.5,0.73,4,180,3,0,0,0,IT,low
13618,0,0,0.86,0.95,4,149,3,0,0,1,sales,medium
6914,0,0,0.69,1.0,5,237,3,0,0,0,technical,high
3112,0,0,0.25,0.83,3,257,5,1,0,0,technical,medium
5942,0,0,0.84,0.9,3,230,3,0,0,0,IT,medium
6716,0,0,0.62,0.68,4,251,4,0,0,0,marketing,medium
2996,0,0,0.88,0.68,4,274,4,0,0,0,sales,medium
7672,0,0,0.73,0.62,5,186,4,0,0,0,technical,low
1052,1,1,0.37,0.48,2,129,3,0,1,0,IT,medium
6226,0,0,0.87,0.82,3,224,3,0,0,0,technical,low
2885,0,0,0.68,0.84,3,239,2,0,0,0,management,medium
4314,0,0,0.36,0.94,3,113,5,1,0,0,technical,medium
12531,1,1,0.37,0.54,2,131,3,1,1,0,hr,medium
11717,0,0,0.54,0.63,4,140,3,0,0,0,sales,medium
11657,0,0,0.73,0.57,3,146,2,0,0,0,product_mng,low
14213,1,1,0.11,0.88,7,272,4,0,1,0,sales,medium
10690,0,0,0.9,0.88,5,254,2,0,0,0,marketing,medium
2731,0,0,0.3,0.91,4,248,4,0,0,0,management,low
5381,0,0,0.79,0.83,5,268,3,0,0,0,technical,low
3376,0,0,0.81,0.83,3,132,4,0,0,0,sales,medium
12088,1,1,0.37,0.57,2,130,3,0,1,0,sales,low
7155,0,0,0.56,0.78,4,193,2,1,0,0,support,low
14101,0,0,0.39,0.75,6,185,3,0,0,1,management,high
10037,0,0,0.43,0.84,2,285,5,0,0,0,technical,low
589,1,1,0.39,0.54,2,155,3,0,1,0,support,low
8891,0,0,0.94,0.76,4,261,6,0,0,0,technical,medium
9501,0,0,0.78,0.65,3,176,2,0,0,0,technical,low
8124,0,0,0.72,0.9,4,225,2,0,0,0,hr,low
4596,0,0,0.66,0.66,3,211,4,0,0,0,sales,high
8530,0,0,0.85,0.65,3,195,3,0,0,0,support,medium
262,1,1,0.44,0.56,2,131,3,0,1,0,hr,medium
7643,0,0,0.75,0.53,5,235,3,0,0,0,sales,medium
5486,0,0,0.52,0.88,4,155,3,1,0,0,product_mng,low
9805,0,0,0.63,0.82,5,268,3,0,0,0,hr,high
8408,0,0,0.6,0.98,4,265,2,0,0,0,sales,low
10201,0,0,0.43,0.5,4,121,5,1,0,0,support,medium
8495,0,0,0.95,0.62,4,255,2,0,0,0,sales,medium
7703,0,0,0.18,0.79,4,240,5,0,0,0,RandD,low
4725,0,0,0.82,0.75,5,160,3,1,0,0,product_mng,high
1416,1,1,0.11,0.85,6,295,4,0,1,0,technical,low
5640,0,0,0.21,0.76,4,165,6,1,0,0,product_mng,low
2884,0,0,0.75,0.78,2,251,6,0,0,0,technical,medium
14393,1,1,0.89,0.99,5,257,5,0,1,0,accounting,medium
1376,1,1,0.74,1.0,5,222,6,0,1,0,accounting,low
14734,1,1,0.74,0.82,4,239,6,0,1,0,IT,low
4834,0,0,0.76,0.68,4,204,3,1,0,0,sales,low
8745,0,0,0.52,0.58,4,134,3,0,0,0,technical,low
2526,0,0,0.62,0.49,4,218,4,0,0,0,sales,medium
13085,0,0,0.91,0.94,5,159,3,0,0,0,technical,low
1762,1,0,0.41,0.71,3,205,4,0,1,0,marketing,low
11584,0,0,0.65,0.74,4,233,4,1,0,0,management,low
2447,0,0,0.48,0.9,4,201,4,0,0,0,marketing,medium
4038,0,0,0.79,0.73,5,155,3,0,0,0,IT,medium
4956,0,0,0.67,0.57,4,165,3,0,0,0,RandD,low
8,1,1,0.89,1.0,5,224,5,0,1,0,sales,low
3622,0,0,0.61,0.94,3,224,4,0,0,0,technical,medium
1334,1,1,0.44,0.53,2,147,3,0,1,0,technical,low
780,1,0,0.44,0.65,3,271,4,0,1,0,sales,low
2209,0,0,0.5,0.63,3,172,2,0,0,0,RandD,medium
11965,0,0,0.84,0.81,4,236,3,1,0,0,IT,low
13128,0,0,0.99,0.73,4,240,4,0,0,0,accounting,low
8855,0,0,0.82,0.76,3,174,3,0,0,0,sales,medium
8118,0,0,0.49,0.7,4,168,3,0,0,0,accounting,medium
14478,1,1,0.45,0.53,2,129,3,0,1,0,technical,high
3109,0,0,0.67,0.56,3,237,4,0,0,0,support,medium
1737,1,1,0.1,0.83,6,271,4,0,1,0,technical,medium
9945,0,0,0.63,0.49,5,192,2,0,0,0,sales,low
8769,0,0,0.72,0.68,3,150,3,1,0,0,product_mng,medium
3573,0,0,0.76,0.72,4,266,3,0,0,0,IT,medium
11762,0,0,0.81,0.9,4,270,10,0,0,0,accounting,medium
11830,0,0,0.63,0.5,2,230,4,0,0,0,sales,medium
9133,0,0,0.69,0.63,2,252,3,0,0,0,support,low
7738,0,0,0.78,0.53,4,177,2,0,0,0,accounting,low
2089,0,0,0.84,0.58,4,208,3,0,0,0,accounting,medium
2966,0,0,0.73,0.86,4,196,4,1,0,0,IT,low
11468,0,0,0.59,0.62,3,166,2,0,0,0,sales,low
9369,0,0,0.77,0.51,4,141,3,1,0,0,technical,low
12682,1,1,0.11,0.87,7,278,4,0,1,0,sales,low
1861,1,1,0.11,0.92,6,269,4,0,1,0,accounting,medium
12688,1,1,0.09,0.82,6,257,4,0,1,0,accounting,medium
10840,0,0,0.63,0.64,3,180,3,0,0,0,accounting,low
3871,0,0,0.57,0.5,4,230,2,0,0,0,technical,low
8687,0,0,0.89,0.74,5,220,3,0,0,0,IT,medium
670,1,1,0.11,0.95,6,245,4,0,1,0,management,low
7014,0,0,0.21,0.62,4,247,3,1,0,0,product_mng,low
9106,0,0,0.73,0.77,3,230,2,0,0,0,sales,low
7532,0,0,0.62,0.56,4,267,4,0,0,0,support,medium
2547,0,0,0.94,0.91,5,254,3,0,0,0,accounting,low
12671,1,1,0.11,0.94,6,264,4,0,1,0,IT,low
4954,0,0,0.8,0.51,5,196,3,0,0,0,IT,low
1395,1,1,0.45,0.51,2,156,3,0,1,0,sales,medium
7257,0,0,0.74,1.0,4,219,3,0,0,0,management,medium
5946,0,0,0.98,0.84,4,200,2,0,0,0,product_mng,medium
3702,0,0,0.62,0.97,5,180,2,0,0,0,technical,high
11000,0,0,0.49,0.6,2,113,5,0,0,0,IT,low
14985,1,1,0.91,0.99,5,254,5,0,1,0,technical,medium
4400,0,0,0.8,0.73,5,135,3,0,0,0,support,medium
10824,0,0,0.77,0.5,3,141,3,0,0,0,IT,medium
3397,0,0,0.77,0.49,4,184,3,0,0,0,technical,low
10713,0,0,0.65,0.89,5,223,3,1,0,0,accounting,medium
13599,0,0,0.52,0.8,3,252,4,0,0,0,product_mng,low
5316,0,0,0.65,0.86,4,256,2,0,0,0,support,medium
10255,0,0,0.7,0.49,4,173,3,0,0,0,sales,medium
9284,0,0,0.57,0.74,3,257,2,0,0,0,support,low
11855,0,0,0.92,0.94,2,224,2,0,0,0,sales,low
797,1,1,0.11,0.91,5,291,4,0,1,0,technical,low
7418,0,0,0.99,0.57,4,216,3,0,0,0,sales,high
5144,0,0,0.4,0.85,4,198,2,0,0,0,hr,low
3427,0,0,0.73,0.53,3,184,2,0,0,0,product_mng,low
4183,0,0,0.54,0.59,4,228,3,0,0,0,IT,medium
4478,0,0,0.79,0.86,3,139,3,0,0,0,support,low
5410,0,0,0.58,0.75,4,222,3,1,0,0,product_mng,low
2116,0,0,0.61,0.85,5,230,3,0,0,0,support,low
12225,1,1,0.9,0.97,4,258,5,0,1,0,accounting,low
11264,0,0,0.58,0.91,3,154,10,0,0,0,product_mng,high
14379,1,1,0.32,0.5,2,135,5,0,1,0,sales,low
930,1,0,0.32,0.58,5,271,5,0,1,0,sales,high
3918,0,0,0.38,0.5,2,187,2,1,0,0,sales,medium
8141,0,0,0.61,0.7,5,157,4,0,0,0,support,low
1563,1,1,0.43,0.52,2,146,3,0,1,0,technical,low
2795,0,0,0.64,0.61,5,249,3,1,0,0,support,medium
791,1,1,0.11,0.87,6,301,4,0,1,0,accounting,low
2105,0,0,0.71,0.57,3,209,2,0,0,0,technical,medium
1040,1,1,0.11,0.89,6,309,4,0,1,0,support,medium
9541,0,0,0.52,0.69,6,138,5,0,0,0,marketing,medium
9988,0,0,0.89,0.83,5,269,3,0,0,0,IT,low
9974,0,0,0.58,0.62,3,218,3,0,0,0,support,medium
7496,0,0,0.57,0.39,2,145,3,0,0,0,sales,medium
10103,0,0,0.9,0.49,6,175,4,0,0,0,sales,low
10463,0,0,0.21,0.43,2,249,3,0,0,0,marketing,low
9313,0,0,1.0,0.96,4,155,3,0,0,0,support,medium
11578,0,0,0.76,0.56,5,222,10,0,0,0,management,high
4114,0,0,0.19,0.95,5,193,3,0,0,0,product_mng,medium
6589,0,0,0.64,0.64,3,234,3,1,0,0,sales,high
10674,0,0,0.72,0.79,3,221,3,0,0,0,product_mng,high
10049,0,0,0.25,0.8,5,237,6,0,0,0,support,medium
3202,0,0,0.12,0.61,6,172,6,0,0,0,RandD,high
5222,0,0,0.96,0.59,3,229,3,0,0,0,hr,low
5588,0,0,0.49,0.89,2,233,4,1,0,0,sales,medium
4475,0,0,0.67,0.52,4,262,2,0,0,0,support,medium
186,1,1,0.09,0.85,6,297,4,0,1,0,hr,medium
1793,1,1,0.43,0.51,2,143,3,0,1,0,technical,medium
393,1,1,0.11,0.93,6,282,4,0,1,0,sales,low
14675,1,1,0.82,0.98,5,234,5,0,1,0,marketing,medium
6466,0,1,0.39,0.57,2,132,3,0,0,0,support,low
13585,0,0,0.98,0.89,4,218,2,0,0,0,sales,medium
13698,0,0,0.75,0.53,4,224,4,1,0,0,support,medium
8804,0,0,0.78,0.49,3,194,3,1,0,0,sales,medium
5822,0,0,0.71,0.53,6,203,3,0,0,0,sales,medium
9116,0,0,0.88,0.58,5,213,4,0,0,0,hr,medium
4389,0,0,0.85,0.95,4,171,3,0,0,0,technical,medium
13851,0,0,0.51,0.52,3,188,3,0,0,0,technical,high
5444,0,0,0.49,0.49,6,188,3,0,0,0,sales,medium
5856,0,0,0.64,0.7,5,140,4,0,0,0,support,medium
5291,0,0,0.95,0.7,6,243,3,0,0,0,sales,medium
997,1,1,0.86,0.94,5,224,5,0,1,0,marketing,medium
13260,0,0,0.65,0.83,4,251,2,0,0,0,technical,medium
7112,0,0,0.51,0.96,4,204,3,1,0,0,sales,medium
6174,0,0,0.84,0.99,4,134,3,0,0,0,product_mng,medium
5709,0,0,0.82,0.59,3,210,3,0,0,0,management,medium
13823,0,0,0.58,0.99,3,207,10,0,0,0,technical,low
14670,1,1,0.4,0.48,2,137,3,0,1,0,sales,medium
10627,0,0,0.98,0.77,3,191,2,0,0,0,sales,medium
7186,0,0,0.75,0.61,5,173,4,0,0,0,sales,low
13650,0,0,0.77,0.99,4,260,3,0,0,0,sales,medium
9339,0,0,0.96,0.76,4,152,3,1,0,0,accounting,low
11812,0,0,0.82,0.49,5,210,3,0,0,0,management,high
10003,0,0,0.16,0.7,6,246,4,0,0,0,support,medium
7317,0,0,0.72,0.98,3,211,2,0,0,0,IT,low
12127,1,1,0.7,0.89,3,183,5,0,1,0,support,low
9402,0,0,0.88,0.66,4,275,3,0,0,0,sales,medium
3967,0,0,0.18,0.79,4,217,4,0,0,0,RandD,medium
14591,1,1,0.44,0.45,2,156,3,0,1,0,hr,medium
4153,0,0,0.78,0.72,4,219,3,0,0,0,hr,medium
11275,0,0,0.56,0.71,3,211,6,0,0,1,marketing,low
13266,0,0,0.45,0.48,3,145,2,0,0,0,support,medium
3593,0,0,0.81,0.77,4,197,3,0,0,0,marketing,low
14701,1,1,0.53,0.56,4,281,6,0,1,0,hr,medium
9223,0,0,0.68,0.55,6,181,3,0,0,0,IT,medium
11197,0,0,0.5,0.48,4,130,10,0,0,0,sales,high
5212,0,0,0.5,0.54,3,134,3,0,0,0,sales,medium
14144,0,0,0.95,0.99,5,251,4,0,0,0,product_mng,low
14738,1,1,0.09,0.9,7,289,4,0,1,0,product_mng,low
4225,0,0,0.65,0.77,3,233,2,0,0,0,sales,high
7259,0,0,0.86,0.91,4,182,2,0,0,0,marketing,medium
9758,0,0,0.85,0.53,3,250,3,0,0,0,IT,medium
13175,0,0,0.52,0.43,3,176,3,0,0,0,support,low
12250,1,1,0.79,0.87,5,261,5,0,1,0,sales,low
13203,0,0,0.65,0.76,2,170,5,0,0,0,IT,low
1415,1,0,0.2,0.9,6,138,3,0,1,0,technical,low
14566,1,1,0.41,0.57,2,136,3,0,1,0,support,low
253,1,1,0.87,0.98,4,248,5,0,1,0,sales,low
3325,0,0,0.52,0.54,5,247,4,0,0,0,technical,high
5347,0,0,0.77,0.94,4,224,2,0,0,0,management,low
7671,0,0,0.55,0.61,3,209,3,0,0,0,technical,low
4527,0,0,0.96,0.88,3,168,2,0,0,0,sales,low
11051,0,0,0.51,0.56,4,198,2,1,0,0,technical,medium
10653,0,0,0.94,0.99,2,273,4,0,0,0,technical,low
1072,1,0,0.53,0.95,6,205,4,0,1,0,marketing,low
1809,1,1,0.72,0.95,5,271,5,0,1,0,support,low
8000,0,0,0.72,0.9,3,193,3,0,0,0,IT,medium
6602,0,0,1.0,0.63,5,171,3,0,0,0,technical,medium
4036,0,0,0.78,0.8,4,175,3,0,0,0,product_mng,medium
7453,0,0,0.95,0.76,4,220,3,0,0,0,support,medium
11,1,1,0.11,0.81,6,305,4,0,1,0,sales,low
1612,1,0,0.43,0.55,4,134,3,0,1,0,marketing,low
13562,0,0,0.64,0.52,5,258,10,1,0,0,management,high
12674,1,1,0.46,0.5,2,157,3,0,1,0,IT,low
2450,0,0,0.72,0.58,5,147,3,1,0,0,sales,medium
7662,0,0,0.82,0.92,3,257,2,0,0,0,accounting,low
13649,0,0,0.16,0.98,3,232,5,0,0,0,sales,medium
2422,0,0,0.61,0.68,5,225,4,0,0,0,technical,low
6685,0,0,0.83,0.86,4,139,3,0,0,0,support,medium
759,1,1,0.41,0.55,2,151,3,0,1,0,sales,low
3877,0,0,0.64,0.61,4,191,4,0,0,0,IT,low
12795,0,0,0.61,0.98,2,238,4,0,0,0,support,medium
2612,0,0,0.14,1.0,5,174,5,0,0,0,sales,medium
2845,0,0,0.73,0.66,3,135,2,0,0,0,sales,medium
11674,0,0,0.95,0.77,5,199,10,1,0,0,sales,medium
11630,0,0,0.68,0.67,4,162,10,0,0,0,management,high
10722,0,0,0.62,0.69,4,184,3,0,0,0,technical,low
11363,0,0,0.57,0.6,2,163,3,0,0,0,sales,medium
7382,0,0,0.54,0.71,5,253,2,1,0,0,support,high
9573,0,0,0.93,0.78,5,191,4,0,0,0,hr,medium
12361,1,1,0.76,0.9,4,263,5,0,1,0,support,low
726,1,1,0.45,0.46,2,153,3,1,1,0,technical,medium
3456,0,0,0.24,0.87,5,268,5,0,0,0,sales,medium
9797,0,0,0.69,0.77,3,232,2,0,0,0,sales,low
9479,0,0,0.97,0.86,3,257,4,0,0,0,sales,low
9484,0,0,0.75,0.49,4,246,3,1,0,0,sales,low
2103,0,0,0.19,0.58,5,182,2,0,0,0,technical,medium
7505,0,0,0.56,0.77,5,279,4,0,0,0,sales,low
13215,0,0,0.83,0.91,3,155,3,0,0,0,RandD,low
14889,1,1,0.36,0.51,2,130,3,0,1,0,sales,low
2406,0,0,0.84,0.75,3,187,3,1,0,0,technical,medium
444,1,1,0.39,0.54,2,127,3,0,1,0,IT,low
1501,1,1,0.39,0.48,2,151,3,0,1,0,support,low
2237,0,0,0.74,0.72,4,176,3,0,0,0,sales,low
5690,0,0,0.4,0.62,3,283,5,0,0,0,technical,low
8145,0,0,0.89,0.57,3,252,2,0,0,0,support,medium
5580,0,0,0.88,0.71,5,246,3,0,0,0,marketing,medium
10748,0,0,0.14,0.73,6,237,5,0,0,0,IT,medium
277,1,1,0.74,0.89,5,229,6,0,1,0,support,low
5243,0,0,0.67,0.64,5,248,3,0,0,0,support,medium
8452,0,0,0.91,0.52,3,256,2,0,0,0,support,high
12017,1,1,0.78,0.99,4,255,6,0,1,0,sales,low
2936,0,0,0.97,0.65,3,219,2,0,0,0,technical,low
5541,0,0,0.43,0.74,4,121,5,1,0,0,technical,low
13539,0,0,0.5,0.52,2,178,2,0,0,0,support,medium
10020,0,0,0.5,0.58,4,96,3,0,0,0,sales,low
5749,0,0,0.49,0.65,3,226,3,0,0,0,sales,medium
4778,0,0,0.63,0.9,3,142,3,0,0,0,support,medium
509,1,1,0.37,0.57,2,155,3,0,1,0,support,low
5631,0,0,0.36,0.44,4,114,4,0,0,0,technical,medium
5423,0,0,0.94,0.7,3,176,3,0,0,0,technical,low
8709,0,0,0.68,0.85,5,173,3,0,0,0,marketing,low
10261,0,0,0.76,0.73,4,148,2,1,0,0,hr,low
14200,0,0,0.9,0.76,3,255,7,0,0,0,product_mng,low
6962,0,0,0.87,0.86,3,196,4,0,0,0,sales,low
541,1,1,0.81,0.87,4,254,5,0,1,0,marketing,low
366,1,1,0.1,0.83,6,258,4,0,1,0,management,low
2616,0,0,0.88,0.51,4,139,3,0,0,0,sales,low
1309,1,0,0.56,0.75,5,236,2,0,1,0,sales,medium
13918,0,0,0.43,0.66,4,135,2,0,0,0,IT,high
14280,1,1,0.43,0.5,2,135,3,0,1,0,product_mng,medium
8593,0,0,0.36,0.39,3,98,3,0,0,0,technical,low
234,1,1,0.48,0.57,4,270,4,0,1,0,technical,low
7620,0,0,0.73,0.65,3,165,3,0,0,0,IT,low
3492,0,0,0.52,0.49,4,249,4,1,0,0,technical,medium
4474,0,0,0.98,0.54,5,260,3,0,0,0,support,medium
13974,0,0,0.59,0.92,3,138,10,0,0,0,support,low
10705,0,0,1.0,0.86,4,245,4,0,0,0,sales,medium
12703,1,1,0.44,0.53,2,159,3,0,1,0,sales,low
14777,1,1,0.11,0.79,7,310,4,0,1,0,hr,low
5375,0,0,0.67,0.97,4,186,3,0,0,0,hr,low
11583,0,0,0.6,0.98,4,146,10,0,0,0,technical,low
12359,1,1,0.09,0.91,6,275,4,0,1,0,support,low
8840,0,0,0.74,0.9,4,189,2,0,0,0,IT,medium
9979,0,0,0.95,0.65,3,183,3,0,0,0,support,medium
1336,1,1,0.44,0.46,2,154,3,0,1,0,technical,low
14033,0,0,0.57,0.99,3,222,3,1,0,1,management,low
5438,0,0,0.93,0.83,4,225,2,0,0,0,sales,medium
14848,1,1,0.43,0.52,2,147,3,0,1,0,sales,low
5810,0,0,0.84,0.91,3,247,4,0,0,0,marketing,low
8328,0,0,0.75,0.84,4,195,3,0,0,0,marketing,low
4327,0,0,0.66,0.84,4,168,2,0,0,0,support,low
9632,0,0,0.87,0.63,5,214,3,0,0,0,sales,low
2558,0,0,0.53,0.73,4,248,2,0,0,0,technical,medium
7454,0,0,0.49,0.57,4,141,3,0,0,0,support,medium
7934,0,0,0.34,0.69,6,283,2,0,0,0,RandD,low
11045,0,0,0.89,0.39,5,218,2,0,0,0,technical,low
1810,1,1,0.43,0.48,2,157,3,0,1,0,support,low
14214,1,1,0.72,0.87,5,223,5,0,1,0,sales,low
5956,0,0,0.74,0.86,4,221,2,1,0,0,accounting,low
10615,0,0,0.54,0.93,4,184,2,1,0,0,marketing,medium
3434,0,0,0.62,0.67,2,153,3,0,0,0,marketing,low
9872,0,0,0.54,0.72,4,259,2,1,0,0,sales,low
11040,0,0,0.62,0.81,3,245,2,1,0,0,hr,low
13289,0,0,0.69,0.88,3,164,10,0,0,0,management,medium
8742,0,0,0.84,0.5,5,267,2,0,0,0,technical,low
246,1,1,0.37,0.48,2,159,3,0,1,0,sales,low
474,1,1,0.87,1.0,5,242,5,0,1,0,sales,low
11951,0,0,0.71,0.69,4,222,4,0,0,0,sales,medium
14564,1,1,0.43,0.57,2,135,3,0,1,0,support,low
11394,0,0,0.14,0.79,5,271,4,0,0,0,management,high
8268,0,0,0.73,0.74,4,214,3,0,0,0,sales,high
4590,0,0,0.69,0.84,3,227,3,1,0,0,sales,high
4035,0,0,0.59,0.69,3,146,3,0,0,0,product_mng,medium
8913,0,0,0.2,0.5,6,282,6,1,0,0,technical,low
8414,0,0,0.82,0.77,4,205,3,0,0,0,sales,medium
7273,0,0,0.51,0.51,5,259,4,0,0,0,sales,low
5281,0,0,0.68,0.68,3,143,3,0,0,0,sales,medium
5656,0,0,0.72,0.71,5,248,2,0,0,0,marketing,low
13759,0,0,0.65,0.94,4,184,7,0,0,0,sales,medium
4627,0,0,0.17,0.83,6,195,5,0,0,0,support,high
13300,0,0,0.72,0.98,4,156,3,0,0,0,product_mng,medium
5533,0,0,0.45,0.55,5,268,2,0,0,0,technical,low
11901,0,0,0.24,0.88,5,199,5,1,0,0,sales,medium
5676,0,0,0.73,0.54,3,150,3,0,0,0,sales,medium
3060,0,0,0.9,0.53,3,215,3,0,0,0,marketing,low
6413,0,0,0.7,0.6,3,224,3,0,0,0,support,medium
8505,0,0,0.74,0.9,4,156,4,0,0,0,hr,medium
2781,0,0,0.54,0.71,5,173,2,0,0,0,hr,low
10647,0,0,0.58,0.69,4,165,3,0,0,0,technical,low
1948,1,1,0.4,0.56,2,148,3,0,1,0,technical,medium
11498,0,0,0.56,0.66,4,264,3,0,0,0,sales,low
3830,0,0,0.83,0.73,5,136,3,0,0,0,sales,low
12228,1,1,0.85,0.95,5,236,5,0,1,0,hr,low
10092,0,0,0.66,0.62,4,241,3,0,0,0,sales,medium
13573,0,0,0.43,0.65,4,124,2,0,0,0,sales,medium
12023,1,1,0.46,0.57,2,139,3,0,1,0,sales,low
7421,0,0,0.97,0.5,4,216,2,0,0,0,sales,high
12961,0,0,0.41,0.63,2,145,2,0,0,0,product_mng,low
12475,1,1,0.45,0.57,2,134,3,0,1,0,sales,low
7860,0,0,0.98,0.73,4,140,4,0,0,0,marketing,low
12462,1,1,0.8,0.53,3,255,5,0,1,0,technical,high
9511,0,0,0.5,0.53,3,121,4,0,0,0,support,low
2044,0,0,0.98,0.97,3,196,3,0,0,0,management,low
5088,0,0,0.61,0.95,4,169,4,0,0,0,support,medium
3550,0,0,0.85,0.78,5,263,2,1,0,0,technical,low
6744,0,0,0.83,0.74,3,259,3,1,0,0,accounting,low
13505,0,0,0.91,0.64,3,241,10,0,0,0,sales,medium
11741,0,0,0.72,0.59,5,200,8,1,0,0,sales,low
14944,1,1,0.83,0.85,5,237,5,0,1,0,marketing,medium
355,1,1,0.41,0.57,2,136,3,0,1,0,support,low
2165,0,0,0.9,0.92,3,152,3,0,0,0,accounting,low
5531,0,0,0.53,0.76,5,143,4,0,0,1,technical,low
30,1,1,0.09,0.62,6,294,4,0,1,0,accounting,low
2029,0,0,0.84,0.77,4,262,4,0,0,0,technical,low
5273,0,0,0.13,0.63,6,219,6,0,0,0,marketing,low
6646,0,0,0.49,0.56,5,202,2,0,0,0,marketing,medium
11244,0,0,0.82,0.82,3,164,3,0,0,0,technical,high
14450,1,1,0.1,0.97,7,254,4,0,1,0,sales,low
4631,0,0,0.92,0.79,5,243,3,1,0,0,support,high
12954,0,0,0.61,0.73,3,252,3,0,0,0,technical,high
10859,0,0,0.73,0.69,3,228,2,0,0,1,sales,medium
5487,0,0,0.99,0.72,3,220,2,1,0,0,product_mng,low
6109,0,0,0.97,0.76,3,147,3,1,0,0,support,low
8725,0,0,0.24,0.81,4,217,5,0,0,0,sales,medium
7378,0,0,0.44,0.42,3,178,3,0,0,0,support,high
14118,0,0,0.66,0.96,3,243,3,1,0,0,sales,medium
